wallet_address,amount_ui
GBpe5XJVtsNguYKnP6N4Z6o6XEeyiJfecHJ3LHUre721,2049534.759699
AzYWYSZUUQcxLLBvrot7mU4pAZbAFCKMCRUUCxZSMLZo,2027980.163711
CPcbNEnZFntyDhxjqRaCXRM2TabSMctAKrjWLCQMsVLC,2009274.642673
35j2GQ3Z1jcq6E9LqykTECdzxgV1Q9btGDMEwk7WSYcu,2008959.921271
DDbLNTPVhqwSBj4WMTFvzCuNJyY4aRioDBU4FGLcfdUW,2008742.5
4FFRzbgJeM8hUxW4fJGVnDGUPGNd2xxEF8Zpt9TMdNgW,2000000.0
2h7Ns9w2grSeQ9mE9WggJZvxMKKLNADJrKTSLucrbmzB,1999790.668704
7D5fmM6v5T3bxiGQujnWkLk38DTXYsK6o6L7tf8aHzVE,1936982.051269
96agVN7T5KBeE4qdBxdrH4iV8zHHhmT63Z9FxbwZUJTj,1870425.389678
57TyZi37jvBQHmqTUtx94qc5Ub9fLFZDpSsjxEGrzScL,1848626.766415
DN8HsuzzyTn7C7qqx6ypwkuSbR4WQqQMYrGHA7FCqegR,1839654.103083
EzdfARhakjfg3q23JiSdQck7b4btYRztNvJzb8RWLsTq,1832479.586738
EWPeikuzEknS8gKVcGVzLtVqwqZYbaRS7C7CZmQnPeph,1828960.52422
J7f5qSmyc6YfxmKTjeULZQZr5DTYeJcxzYmUU771wRFS,1813230.511336
4jqB7UitFW1yKCw36KCtd2ktHJStGQdqN7dXwWonqn7D,1794286.461718
FXXBsLJam8NMnrGKigoJcdNS7s5ceBzX3s8hu5psvhep,1720309.190875
c9kpsYvuV1q2c7U7unXJoJUZjoJCp2zZMPzG8k1E9et,1704798.76669
5taEMo4XaKbWWmyHLerWbXd9LxrQ6FnHH6q2CkLznz1E,1660034.175355
ETbuNtaiwvZ3qsZqDypc7Ko2xD1Xr4nWNLMeFp9VHAQb,1644155.019089
6eKQJQyhu7gVgsKKMZr4tPJrwshTXDSRjinJkaQfntiK,1642214.323243
3mLknbMUm2tLBbxbYvmRazm1nE5jj66DPMuDcJijBviJ,1622425.903858
DEEDBHXhgvno5ddCrwR4jHLJrMQCAEtAPMaMLmKJBNUL,1567824.480865
HvnuJ68xtrGtco4VBih8vwihS5zW95zCXypAG68yoKGt,1552745.42421
AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,1552453.857954
3yH2tb8aiAjnSVHQSN6G2GNvNbgbHxZ8kNRpztxgugxH,1551458.541061
DKZd1a96gL2SEa7NyVqfWLeKFfTYQKpXrucXW5jT1xmK,1544723.420139
85sdBe4mLEK4Ks3FPggq6UXECM9bh88TXYFGGrNe7HGG,1543761.021739
JCT46PTuG7y4UZCx2TEWRKRgsU95V4LT5hF7LUvyfc46,1533605.989843
3mnKCmHuuivXXaVx84vfvSy6ct7Ji5FreFUyGQ1E8eqU,1514286.282587
iBLu18mW79BrGHQ5FTqcAiH5nCwYErUWBFzcvLCFnZZ,1480225.9641
8DtB6RfGCNopvTcgJCWn9tLDBk9YFfTXAhFMe42hM5yV,1477594.322014
6rmJ5cmu9FTmaF3AV3onVxdBB7Fft1uRmYt8LfWL2ZCq,1477471.168941
C2rVnRw4E2Bt55Nk5sX53KhW6GtrayJxd762THrVFCSy,1442117.810863
3pED6mkJNLKQ3KHYFmSTokzYpCT3ktPFPeaX2MrQyfeR,1426601.135812
38u8MGwQJxi8uwrRfhqNK5KQgLm1FoQdWHzn7Qrf22KJ,1400000.0
Cx5yDd8JT61AAjTsVJNZou6vTNoTNdLkEeF4m8kt9ofb,1351402.12374
3iJt7Q84pByF3ChSdkpRUdzRxGCQwFe2NzkPpnqhru1k,1335117.11851
8o5QCoNC3kobLmQYZym1sAzu5ftf1w3f7kLRYFNKY2WZ,1305854.781857
6m3wAEADaCf56Tty5VhrYoNewwKeAVbpwuPXhZ8qRM4L,1303277.24188
8iY3JfS3MrVBaE8VfgKKfANcMmKGTdfKsnZFxAKiWdzY,1301357.65732
ABEfpB29erkDUC1vC51wS1ZrMmvX52TM2AUUs8mHAyi9,1295760.55671
EBhSsfYXbT51Wycx3waH3FvYp6DyvrFi98A1mjWeRFVR,1284391.95119
4rD7zGsr7Vs9Mcb9ZECfjPX51FqiYd9Bnqnd1wDuyC8b,1272617.184436
5TVscPRGbJY4MGgd8RHgTDjYNdKnAondyJFnsX96R4gV,1264475.535563
AzxtonnwMAy7yEHmrFKQpyymHf3EFNSZigG6dGbsoVGc,1260380.313206
9LHR9twXQqNRYsmjZ8mscCrmDqGgZu3vJbcjPt3NADyg,1253306.787221
CP8ConPpiqMjUw38fFHT2tGo6GvfvrSwRVk7TpKhXYoC,1250535.315888
CNiRU5rqAbwkUF1HXDm7hPTYmdjRJw8JiUugv9gnYqRi,1216950.208197
Dy6DsvXsi81nKbpAmyJb7AkBWbAtyRB4M3VGSKau59hV,1200000.0
GqtL2CR2ouU4KYY6WG4P1iDAVyo7dxHuWHFjRAtZ7yZX,1193321.619999
HVASe9aXdwnqqA4rqe9C1FgjiZ7FPp3CJB3fX4ySpWSN,1188415.191652
HoiYcj9k1UDpMPMA4eRyDAqUoFgV2dsxutZPF7uPW1RW,1186837.306192
1Lbc4NZSdgsZLp5Z4r79euF9KtRxN7BG8xydCQ3JRfz,1172637.442428
3kNzH3UnnBM99D8gbaZ65CqubJfAc4gWYqwGRRPtDtnt,1143994.274987
7uvQGG2Qv3dHfcbCyj3HuCFxafoXerZRsVFdQ6DHbqZT,1143879.737621
JNm6ivgyU97tVVr6GGEiUPZNsvnZ7CBNifkoA8TEP4V,1134372.758647
2aMhvarP9k8wmQovTzyu8WcdqEXoxYM9iMcMBV1bh4Ej,1121179.571393
DXuTbrxmUXj1tYDkia8PiFTYSAcVaJjTJyoZWtVnc24s,1112032.062377
4eVRkQRDET8aZFYsvhXLruFMDzchorWrSyrsWoKGyg7v,1106420.55832
GdzAW2HBA4eufra1hFKXmWZxsZWBqfN7qj1GWjBUutL2,1096811.769529
EnkxyY6MnVP8caH42q7prvtqUiBG7Vhj75ghE8etSsqP,1087563.934261
H7PKyDYaESrpuZEMcPv7wjCnSjYA5R3n4i11bRKZFB2E,1075504.090013
9N5gSKhTR64eamFo2UvEnEBhgPU8fdasSpx4eLd6bU2u,1075114.945839
DcBoRdTKdh5y1w8YKYPENQ7Gxr1ubxySJXJWJSwKReJs,1054213.095325
Fbe1fjCTiKgcAVNUEP97e7GpNZZLgXdzvwZw8qghYyzs,1050002.043093
8qh1CB4CxbPmgbc2GCVVDUYtcJP5Rm7V7hxUhR2c2mnR,1045015.042719
DKva8KLGh9gvkxthDT67QmZeit4jmbEF7jCAeCg2Z6iA,1042375.129808
Cg5qcwCAmVEu8QRw5qb19dNp9JJBopKaRVy2iigR7fqz,1022085.610937
41Y7tUYjMWWdG1fN686FaU9HrELdD2Kw7AuLA2jAzm66,1021024.120212
EM4iEGsZmU3umYPYuR8a7atx245mf93XXMkWML81Snmv,1012195.185085
DQrR861dHgdgt5gh8mPxoQAACPDRb3b6snZy3ugpZMrR,1005994.272011
gCB6VYxwWycamhiHiugJuaC5ohwyUE5sHtJVJtaXYBx,1004371.500977
3wJp8rA65jmMWorBhnRJHjj2UKr4vQWsDrt1hx1sFmBC,994983.41823
aHhx4r86VtjYdjqC2P58P5Q5dbwbGQfzJMH1tqssR5P,991461.383282
Hzfq7LsEJZce6Y6gk88DmtSMGfJZKsGcvK3jVmynGY79,960418.584357
9VeYgsy33HWdXjBPdcmaed9T5zxrocfg4iRvMdbpUn6P,953848.460566
4h2Y9qg76zf9p7w9CNrEStZAoCcRgeUzsmn6R6VsTFTL,947821.468298
6NvfAhGuxyfPcdNzMBMtetQt39sSXwRzbtwnL3Jupb69,947240.919597
DJh7h833F4kKooFRZ3JsCBeEAtGQCW2rgt333Hvz1QTF,907916.254607
9iYQ7z5QndMrjWyzd8dgYGsnf24ziqtySR8ajKy9PUy4,885782.396191
2VVjSAzCpuQjBifz3w8biYtGijkTyesAQSNeDsERG6mW,877909.815686
yCcJWi1krP6a6BSxw3s6YZX524kFqrwLZLrm5JyRgXs,875510.867147
o7dSxG77cddfyH4VsZJjszKpJ7MbPTvCJSwX8G11MU8,865725.274836
4ff5yPd1wNohsMTSufqUEVuHVrRXewSkhs5ysedKADKL,863936.797208
9yt3P7HotErMnJQJ4GbcDViFjofT71dnk7UY9CfZztY3,859853.212048
DVYS6LfVZf9H7XoqMarLLc4346TUEHtjFnGssnGAes4W,821975.306728
8L68Vcts5iNF4toYm33tShgfWSSY2pdt5sN1GrmiACxR,815152.46675
AqqYYH6Ntj1qcDB5GhTCwM2rNDNC2eXZmtwMM2YT9jec,807992.435263
B3FkgA9MRgVQWvfJf8SXASYWrfbeRjDnwYLWAwCJrAGe,796967.801748
HtdMAHmFJpoejs3SLihFAVkpYTNtq9hfauR7bLKDfPME,787444.074316
CpxtmqLrBEYJFjgLoNxStLL6UG88YxmX2ey23WF3r1Gd,786444.123227
GTBVNPJqSjSooUJa9LxbQPvhVH129MBoyZMKwgyZwG7V,782940.880922
HQPWcABX6qouLguZJ3Tgp7LkFAeYUsPpMyPZ2JG8WjBY,780996.60353
618sy2opeJLd6BMJFyWKrQbjiwdVZNxGXNSsNTeJN2N8,778123.709685
Fm2fMYfa9Z8XMc6pGUPr2WBwdubgSF6FBtFCzkTAqxAc,778043.043661
DgmVC5bCgZs9eZMFejLyCx8JSbdE38BvyYordaMY63hC,764041.961183
BZ7skjoPH8uKNsbeQgXc1LdfLL6ebe6SQA6XvMaST6ky,758526.893773
CGzqpmECrxmjwDEkkN3DcLgAQb94jbYmdumaguMF28tu,756411.143444
DbryPpNiFK92DaHJcs3yGyfM5iriycnkQeYMfLdeWNKH,756328.10135
BzpvVkuCc9kqHB4dx55SwnBPo3NtQ25tXQ2KLzD7TufF,750627.636061
9XiK4tXufD4s8B8BnsF4V68CtDXcPt7AteMANU5tV2EH,741266.20371
4ANTBjexPkaJ86mLkeYqMi5sxkkx3Xv1sJTbBH7qDteX,732716.122721
4a9KGXExprRuaTrnmHjrWDgbMy6GUWnYDh8skwL2HXmR,732325.100557
7tGqq6AQEGXgjdukhofjVD2VRLqatL9CPiGuyvqC5c5u,727547.699893
2itZ2DSyQrePFCTubEHDdFDpH166nSg5W1pAiZr4jLi1,713005.01542
7AECzqmzuWe6CJd8pajM57oYsiZJJ1oNJTGZbGXabGQA,711954.288377
CGtyQDc3LE2Vjc7kcZyTwJCteuDndt6XPrTxnnJEq8PM,709229.013047
3akPhZKEkwZokcdqYVRHSJc7CaM7nBoEUAH9z5661WZ7,698116.230229
9Tf8dC5eJeNEqAYVcodyD8bTotheQzxthf88kyJBWHFJ,695363.760436
Hqm4KkZ1yeCMcgeRc5Upwcy8nTV4gBNkFH417zusdDtF,687609.577819
8tJapKAwMgjwUDCMDrA1jBKcZdgXhqhqPLHdfrmK6stn,679975.159685
FSgNC2k3tEwhyRJxcncMqqoVRD7bbAJkLFwX4jBUACJb,657889.943594
2kc1rDpjTeRurb2Qr91qD3wbiCYbRXKsjWtH2VvysMfq,654649.289477
EPNWiwjGUYj8QJsFFCSjbRFyvTLQnm1vyDNgtpvEGbMy,647172.711013
5jK5D7AhjZdh4QuYDRKUsTsKRXxMUcrw9mY2viddaX9,646419.927662
F5J3izt5bBvDf5TpDun18qWaHLaTb65gc7uFKMEt2UKB,645707.391125
7xL9R4DLZYUnLXcypif9UjAQMUJe549i8QqyNQbS6Yxk,645484.614441
DJQkDeGEgPMaKepUdwVqqyzCaWqB2qnzSKDGQkvrpT4p,643355.61134
4nmy8V8oM8tAufWgw1J4jMyjQx5GSSb6vAcXinudsico,641960.709139
H5BTA1fr3A5ZtsRtwd8xq3LQ3gdKM4HDqMDx6Xhs3SZs,636876.650589
4ofQyVC2pG3mnyuYqtboq97Pj1XAW5s2foC8WtmbmgfF,636016.225101
5xrnam9WcjqSAHP4oM6TUaBSuQP7qLo2TK9yZ8fc7ycS,629096.176775
BK87V3PLEf6ojS1QoQCkx3u4deSFwvxzNQnZfywAoLgi,628676.72717
8Kfb8GLCGhVWAAUPJYrQTnz3NVxR7MfD4EmhNgVnBqcC,623850.049868
85gjRdKhAgo7M3bgVqCJxFtou5ibRBqeivLCoeD3xZvw,610978.852022
5bJrEuFEjXyuvVNxVufpUB7PF2yuGVpWry6ZFmJprHgC,606359.169688
949APRyGGYvpEoNmN3tu1cMzYEHXLExKRVcu4VwrnvJV,595471.947136
HY6oNAYF8ssBF4VuGLVYA2hCYhgs8MGk5JWWX6uuHsNe,543682.819514
3cVg7jJCtx2T5x4vzpoHwjA9umDsnzy8RBQjF3vdiJ92,533485.742844
E9igEM7hhnBzgY9JnJgVE7s13ebqWey7EVwvAJoMG2vF,533062.474019
CWpuswQZGcJEZQT7y8A3xWzAwcwhAupPSE2M69tZC1za,532180.192931
FRtKmtVK1rhF7ZKQQeQ8TgFmonhEDbiCZCexmSAsHEgV,528740.282802
2QegtYhhwfJtUWKjwCVWUTZ1kWhKpGSKyEG3539La6VX,527956.753267
9F965U1fNXuaMwxYexTYfmJh2qR9iw3rY9jioyYqUnB8,525182.740075
4SSwu6ZmiLFeseQ2add9YNECdeuZ77V57tMPj7t8Nu9o,520603.887837
CjQUhwgzuAMvVd92ZqRdQMQK8wWRMfeAxiruxNgmXwNy,512058.741442
3bZK8itbmZZwxqgFq1hVYBHyuyoa1bHB9fkiZieT1z9p,510608.255004
B3z8pmTQ8rojbA89WhNFfyddA9rc58xyKGE6RxoKcq7V,509511.64834
BVr41YdQU6kkq3h55HKyz4wgBjRUrNY4HG4LHDRjMpUT,499821.276616
C3Gg7mmGp23Hrvmksae8HNRiCHeGFtrHAvURbpaVaa1x,485921.275324
BZGMz5TeEWTMigL3HYUWEB2zWhdTMaUe9CrEYdAFG6WW,485757.62031
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,484525.368716
ARYPkRgTvCJtQoxhMYbyNaJZdFxfquBP2BrdTZXuftCi,481816.138974
3mLhCkKN6WZucA1S11CidCuA88vKvro1nDddG6UKnhs4,470282.927953
7STLb4vNLSk1fXqS3XAHgDNR16jXoDeBNM556RbzZA6G,469383.720005
8cwQhUwh9RFaB3zDqU6fGHvwhi7MKkgFP7oGYXvjxfYk,465881.354355
DEeFRTqDCgPbunWUFkY222phN2w4q2B6JeQjvRb1WW8o,465247.695812
H6i58KvVFpXJ3rNSfEwcX2TRTt5aSnCpXmpa5PZFdG5,456761.618954
DJYBgWWQqiU9MBTXkF45urZardywa5yHFhRj8XwCrddz,455820.80648
6xEXQ41A5zoiCeyqjyi6RUnnAToUue49d7HAeh2LRpjh,441531.288041
7J2ehzeK2coHbEU1Ao36i7RfPghApEF1XQRfjmqBy6XS,441410.217409
9eVFKci9Z2JqV7B1dBQPF3gUaGE9NGRcUes4vykeiD7v,440308.366209
2cEVvD3aHgXopUovJsHxPEJ9TjBaXhPFTqH8VWe4cKhR,439429.852488
EwNoJ2YCb3r62jeP8a8zjYVskS85YN55SBJPsGRRsHzF,432437.754367
5i1RZghQ8FMNqQR16wER2wnfea8S7ByhsxDd5gCmtMDV,429898.250067
JMen4cA4M5w7RFFRy2mCKmvmrmdvMbbfAQTwCdEN3wP,429052.235442
9EZd3cYJkBD48uHHFoueKRUvWEYdNFrrtcyPUPWJNAX6,412784.05575
A1PHJbkvdTsXkPGqcvs15gS2Wy9w7vZGQcSkZkBJMmN9,408902.932081
CjqEYEDayz5r21NvZLFXVeU1Af4pbhJYiyfDCPV6JcL9,404958.786317
4yny5fZmWKsF1ZQesGqYjwe62E6dwAhjr9JFD3gkWAtQ,401748.5
8vXWyW89wWL3e8tAHkSHBGwE9nPsvGBoC3LkYdgLw6Ah,400000.0
CgfndfAsupFrLp9wwzcdJjG2atuuNwJZ87jLd77j1MJf,386275.851038
8UraqLrVVV3HGDcjSf2BxuSM5vjcS6zE41WAxFk8LmRG,381149.150933
MssfsQ8XUJjYrjWWmWwouVtyQAPqMDu7N3pg8QAL1hj,380741.360859
8xzrtcUTwUdUQgtm9SiLCvxS4vF2hvN7Aq3vBsLY9asH,378095.398596
FWE7rsXFFAGuH2RUHorMyu5kTbJERiGjaJAg5ZaiPeLj,374002.58905
8bjB5ExdjSGxNoyKevvqmFevqje45gjxWhu62BQQhpCr,372537.573689
FcDSYNKaypEFTpro6L2qZWAuj5DkJLWSCwtvtSZsgVA7,372446.72002
DENuNdQooE4jkZJij7G1KzSneGZkEXUoNG1msa8kZtyt,367887.846958
3z8TfXKwzWcc4zZuMRCWxciHa9gzNNBerY5TGi1A7sA9,364552.989678
Cvfk1HLY6mBxWhhfo3WLRRAAvXKGf8gTGN63Tnh5fvKz,363781.575732
2yUeDNMBtqBQjjxrEizcXHC4cGykcYeZL2z97B5hNeV9,362857.060854
Gu3UZBnZJroxMDVuNu6iJLVRLR9mhzEs8Ymt1tGW1Sce,362515.583166
HZAsjYkvyAc2TT6nuZSxsctoX57ntPLHSXXsqvkzJmnp,361409.884278
7Xsy7dHGvRwuo8eHcj3JQCnh44F4dNGtPGKx1rp9wMZL,360168.86145
7p4J4jwrzsrhVBWsmT9KPiVJNJTDic8fxYHBgeARCTkt,355040.993568
2gQor1z7cfR4JzfmKTydMK4BC6gV1hSUjQgcpeWNLScc,354624.596571
7SjHGqdSiQLEMHAUmWgEhep2BcbVefxJkiyEmDb8CuHh,353684.132884
E1zC4fEuN9A3t9ZaDwt7XhXBwQeGSW9sRAHpiK1gJmVW,351310.999878
5nMYpwg92enYwhJQM6pXE4TSSUXgj26jFdfNc9svg7Xa,346746.527017
9qY6JqKtc4kdLDHaiHbokBC5X3GCC7JsMsiep3v4W4UL,346565.700229
DJZxY2xmftdygioG9Pe4GJg5kPv3fGqbQCnjMPJvFeRf,342494.266491
53MxBmDMoXrR6May9TAeHasCdr64bPcVQFsrhjtixzaV,342148.551238
93Z8ztDz8KKcVcdBHfSyr1XtSwHo5TrCKr1CnFoVGnH6,340011.48927
9YbXS3JjQnkAU2NLs1iH1bqqEZruHUZD75jDZBQiZ1LF,336720.321633
FBQxvCpsRCb2TXJxYSy3JLJ8ntA5ycLLc5wADGi7agzS,335059.492606
HrUHcgzjVn2jbDyCEMPiEuZYi4AnVR2sNdrobVQgFtwR,333495.849722
BsEcpGq9vWK87rREF4UWSKDkDVB75uaoKKKDipdJiFpJ,332203.699657
734TAGLPVqmBnVGQprybztTpRcqDhEo1RKxCW5T4FJQX,330048.980786
6hYKPMBLjsUTrj3pJ5kZsLgsfTbUf7JzHaS9kdMAcT63,327707.208155
J8Boj9QoyZGGLMHYTqpNGHne5a4sfA3352nwkik2yDE2,320000.0
GPUj7Uvqyf8XgTh4sH7WkojuvhRG9yPb1uPiNFzdPecE,318848.467909
28Yhnb1Dyg1YooFMYLXittzzCGVJN34zoKjcqCsnMaZw,317302.809958
